node_id,filtered_tilt,filtered_vibration,filtered_strain,status
NODE_01,8.3204,4.0869,6.0812,DANGER
NODE_01,0.2212,0.1806,0.0921,SAFE
NODE_01,0.0696,0.1649,0.1127,SAFE
NODE_01,0.0013,0.1457,0.0562,SAFE
NODE_01,1.931,1.0391,1.4234,WARNING
NODE_01,0.1669,0.052,0.1559,SAFE
NODE_01,2.3092,0.569,1.6712,WARNING
NODE_01,0.1044,0.2452,0.0796,SAFE
NODE_01,3.1101,0.7002,1.0805,WARNING
NODE_01,1.1459,1.1378,0.5079,WARNING
NODE_01,0.2029,0.0622,0.097,SAFE
NODE_01,2.3508,0.4621,0.4298,WARNING
NODE_01,0.2215,0.0268,0.0923,SAFE
NODE_01,2.1749,0.4413,0.8885,WARNING
NODE_01,4.2086,3.0518,4.9573,DANGER
NODE_01,6.2827,1.7138,5.7744,DANGER
NODE_01,0.0322,0.0998,0.0769,SAFE
NODE_01,7.968,2.6138,5.3721,DANGER
NODE_01,0.2087,0.1113,0.0948,SAFE
NODE_01,0.2987,0.2921,0.0302,SAFE
NODE_01,1.8788,1.0285,0.8313,WARNING
NODE_01,0.0537,0.2642,0.0861,SAFE
NODE_01,0.0673,0.1175,0.121,SAFE
NODE_01,0.2402,0.1043,0.0948,SAFE
NODE_01,1.2971,0.6974,0.9126,WARNING
NODE_01,0.1012,0.1676,0.1952,SAFE
NODE_01,0.202,0.273,0.1433,SAFE
NODE_01,2.879,0.7428,0.8164,WARNING
NODE_01,0.2998,0.17,0.1116,SAFE
NODE_01,0.1795,0.1116,0.0408,SAFE
NODE_01,0.2481,0.2628,0.1538,SAFE
NODE_01,0.0414,0.1075,0.0279,SAFE
NODE_01,0.0833,0.0815,0.0412,SAFE
NODE_01,11.3805,4.6548,7.8464,DANGER
NODE_01,0.2927,0.2905,0.0969,SAFE
NODE_01,2.6775,0.7703,1.686,WARNING
NODE_01,3.1473,1.0847,1.1032,WARNING
NODE_01,3.4804,0.3552,1.2839,WARNING
NODE_01,0.0038,0.2202,0.1378,SAFE
NODE_01,0.2907,0.094,0.1827,SAFE
NODE_01,0.2843,0.1105,0.1035,SAFE
NODE_01,1.7214,0.8794,1.5588,WARNING
NODE_01,0.051,0.0415,0.0912,SAFE
NODE_01,0.1939,0.0229,0.0571,SAFE
NODE_01,0.2605,0.0478,0.0578,SAFE
NODE_01,0.1135,0.1669,0.0744,SAFE
NODE_01,0.2999,0.207,0.199,SAFE
NODE_01,0.2477,0.2691,0.0354,SAFE
NODE_01,0.1701,0.265,0.1805,SAFE
NODE_01,1.5657,0.5502,1.0214,WARNING
NODE_01,0.2253,0.077,0.0552,SAFE
NODE_01,0.2044,0.2835,0.043,SAFE
NODE_01,0.0268,0.1503,0.078,SAFE
NODE_01,2.0249,1.0196,0.7006,WARNING
NODE_01,0.1404,0.0874,0.1572,SAFE
NODE_01,0.0764,0.0559,0.0722,SAFE
NODE_01,0.2056,0.2965,0.1476,SAFE
NODE_01,0.0631,0.087,0.1647,SAFE
NODE_01,0.1637,0.2845,0.1286,SAFE
NODE_01,10.9985,5.2041,7.0968,DANGER
NODE_01,0.2336,0.1531,0.1632,SAFE
NODE_01,0.1455,0.0116,0.1933,SAFE
NODE_01,0.0031,0.2383,0.1262,SAFE
NODE_01,0.1388,0.2044,0.1707,SAFE
NODE_01,2.0551,1.0688,0.9193,WARNING
NODE_01,0.2024,0.1606,0.0532,SAFE
NODE_01,0.1048,0.0648,0.1572,SAFE
NODE_01,0.2782,0.227,0.0849,SAFE
NODE_01,0.0027,0.2803,0.1448,SAFE
NODE_01,0.0597,0.2157,0.0473,SAFE
NODE_01,0.2941,0.0945,0.0291,SAFE
NODE_01,9.9616,4.374,6.5413,DANGER
NODE_01,2.7218,0.5195,1.0977,WARNING
NODE_01,0.1029,0.2642,0.02,SAFE
NODE_01,0.0025,0.0439,0.1227,SAFE
NODE_01,0.1755,0.031,0.1534,SAFE
NODE_01,0.2724,0.041,0.1315,SAFE
NODE_01,1.4744,0.7498,1.2082,WARNING
NODE_01,0.2683,0.2686,0.145,SAFE
NODE_01,0.1094,0.2106,0.1523,SAFE
NODE_01,0.0076,0.1384,0.12,SAFE
NODE_01,0.0506,0.1843,0.0767,SAFE
NODE_01,0.2774,0.2424,0.0177,SAFE
NODE_01,3.2535,0.6425,1.0295,WARNING
NODE_01,0.0742,0.0908,0.0748,SAFE
NODE_01,0.0129,0.2426,0.1441,SAFE
NODE_01,0.1212,0.078,0.1345,SAFE
NODE_01,11.9162,2.5759,4.4778,DANGER
NODE_01,0.0988,0.2621,0.0768,SAFE
NODE_01,3.0153,0.6185,0.7208,WARNING
NODE_01,11.976,4.4735,2.6468,DANGER
NODE_01,0.2647,0.2158,0.1818,SAFE
NODE_01,0.1594,0.1939,0.1059,SAFE
NODE_01,0.0838,0.0746,0.0102,SAFE
NODE_01,0.1675,0.2794,0.0852,SAFE
NODE_01,0.2889,0.1254,0.1495,SAFE
NODE_01,0.0654,0.2676,0.0043,SAFE
NODE_01,0.2951,0.2662,0.073,SAFE
NODE_01,1.4766,0.7043,1.4596,WARNING
NODE_01,1.8664,1.0373,1.4339,WARNING
NODE_01,0.1142,0.2058,0.057,SAFE
NODE_01,0.1728,0.2719,0.1832,SAFE
NODE_01,0.0747,0.0361,0.1192,SAFE
NODE_01,2.8915,0.5266,0.9204,WARNING
NODE_01,0.2258,0.0701,0.1963,SAFE
NODE_01,0.1231,0.2807,0.0942,SAFE
NODE_01,0.219,0.2251,0.0334,SAFE
NODE_01,0.091,0.0954,0.054,SAFE
NODE_01,0.2729,0.1752,0.0531,SAFE
NODE_01,0.1214,0.1576,0.0789,SAFE
NODE_01,0.1106,0.2702,0.1636,SAFE
NODE_01,3.2043,0.6169,1.387,WARNING
NODE_01,0.721,1.0787,1.2786,WARNING
NODE_01,0.142,0.1056,0.0799,SAFE
NODE_01,2.7093,0.5624,0.5342,WARNING
NODE_01,0.1217,0.1719,0.144,SAFE
NODE_01,0.2934,0.0504,0.1986,SAFE
NODE_01,0.0843,0.1892,0.0322,SAFE
NODE_01,0.6605,0.7352,0.8557,WARNING
NODE_01,0.1441,0.2755,0.0648,SAFE
NODE_01,0.1709,0.1074,0.1631,SAFE
NODE_01,0.1219,0.2523,0.0988,SAFE
NODE_01,0.093,0.029,0.0742,SAFE
NODE_01,7.0246,3.8138,6.9615,DANGER
NODE_01,0.1994,0.1375,0.0725,SAFE
NODE_01,1.1302,0.8352,1.3047,WARNING
NODE_01,0.0353,0.2358,0.1669,SAFE
NODE_01,11.286,5.1971,5.7223,DANGER
NODE_01,0.0227,0.0639,0.1907,SAFE
NODE_01,0.1317,0.1591,0.0679,SAFE
NODE_01,1.0624,0.9278,0.6052,WARNING
NODE_01,2.9477,1.1186,1.4496,WARNING
NODE_01,1.0415,0.6696,0.9861,WARNING
NODE_01,0.1615,0.2083,0.0301,SAFE
NODE_01,10.3635,3.7405,3.995,DANGER
NODE_01,2.9634,0.9975,1.3735,WARNING
NODE_01,0.0518,0.2882,0.059,SAFE
NODE_01,0.002,0.0211,0.1857,SAFE
NODE_01,0.8726,0.5213,1.6289,WARNING
NODE_01,0.0669,0.0943,0.122,SAFE
NODE_01,0.2293,0.1011,0.1965,SAFE
NODE_01,0.0849,0.1692,0.04,SAFE
NODE_01,0.1587,0.0879,0.0123,SAFE
NODE_01,0.1565,0.2842,0.0622,SAFE
NODE_01,0.2484,0.1838,0.0813,SAFE
NODE_01,0.2164,0.0133,0.1467,SAFE
NODE_01,0.231,0.1136,0.1871,SAFE
NODE_01,0.0424,0.2714,0.0526,SAFE
NODE_01,0.249,0.2682,0.0551,SAFE
NODE_01,0.0214,0.0392,0.1418,SAFE
NODE_01,0.1579,0.0328,0.0048,SAFE
NODE_01,0.1384,0.0839,0.0749,SAFE
NODE_01,0.2182,0.1002,0.1029,SAFE
NODE_01,0.2139,0.0491,0.1136,SAFE
NODE_01,0.1568,0.0899,0.1796,SAFE
NODE_01,1.7613,0.6093,1.2402,WARNING
NODE_01,0.2193,0.1903,0.0488,SAFE
NODE_01,5.504,3.3025,3.2891,DANGER
NODE_01,0.527,0.4512,0.8904,WARNING
NODE_01,0.1671,0.1551,0.0981,SAFE
NODE_01,0.0368,0.2047,0.0873,SAFE
NODE_01,1.0257,0.5688,0.6949,WARNING
NODE_01,2.4599,0.3583,0.6099,WARNING
NODE_01,0.0873,0.1835,0.0776,SAFE
NODE_01,1.6654,0.3583,1.3216,WARNING
NODE_01,0.2571,0.0208,0.122,SAFE
NODE_01,3.0205,0.7019,1.6531,WARNING
NODE_01,1.41,1.199,1.4728,WARNING
NODE_01,0.0538,0.2725,0.0988,SAFE
NODE_01,0.1918,0.1815,0.0575,SAFE
NODE_01,5.7608,2.3095,7.6958,DANGER
NODE_01,0.0718,0.2703,0.0447,SAFE
NODE_01,0.1148,0.2847,0.1237,SAFE
NODE_01,0.0626,0.291,0.0143,SAFE
NODE_01,0.04,0.2599,0.076,SAFE
NODE_01,0.2964,0.1082,0.1478,SAFE
NODE_01,2.7182,0.7815,0.6523,WARNING
NODE_01,0.5001,0.9953,1.6443,WARNING
NODE_01,0.2544,0.2168,0.0354,SAFE
NODE_01,0.272,0.2202,0.095,SAFE
NODE_01,0.2199,0.1086,0.0729,SAFE
NODE_01,0.0132,0.0861,0.0349,SAFE
NODE_01,0.0733,0.1131,0.0096,SAFE
NODE_01,0.1873,0.1829,0.087,SAFE
NODE_01,7.7651,2.8359,6.8802,DANGER
NODE_01,0.1384,0.1393,0.1249,SAFE
NODE_01,1.3879,0.3791,1.2925,WARNING
NODE_01,5.0171,5.0633,3.3205,DANGER
NODE_01,0.1537,0.1313,0.1456,SAFE
NODE_01,2.9551,0.8484,0.6693,WARNING
NODE_01,13.0672,2.6026,5.7305,DANGER
NODE_01,0.2569,0.1266,0.0037,SAFE
NODE_01,0.0643,0.0806,0.1543,SAFE
NODE_01,2.7898,0.7675,1.63,WARNING
NODE_01,0.269,0.1964,0.0604,SAFE
NODE_01,12.8837,4.4164,4.0795,DANGER
NODE_01,0.1651,0.1423,0.0113,SAFE
NODE_01,0.282,0.2048,0.01,SAFE
NODE_01,0.1244,0.1755,0.156,SAFE
NODE_01,0.0382,0.1335,0.0388,SAFE
NODE_01,0.1793,0.1923,0.0196,SAFE
NODE_01,2.8338,0.6001,0.9551,WARNING
NODE_01,0.1913,0.0182,0.1255,SAFE
NODE_01,6.2145,1.7157,6.8086,DANGER
NODE_01,0.2628,0.0209,0.1827,SAFE
NODE_01,0.2855,0.1842,0.0826,SAFE
NODE_01,13.0513,2.3418,6.7846,DANGER
NODE_01,0.1284,0.1751,0.1601,SAFE
NODE_01,14.7788,4.8298,6.4555,DANGER
NODE_01,1.8049,0.4486,0.8332,WARNING
NODE_01,0.0146,0.1875,0.0921,SAFE
NODE_01,0.1058,0.0152,0.1782,SAFE
NODE_01,0.1819,0.0487,0.1259,SAFE
NODE_01,0.7158,1.0222,0.494,WARNING
NODE_01,0.2804,0.2114,0.1072,SAFE
NODE_01,0.2063,0.1178,0.1275,SAFE
NODE_01,9.9361,1.5905,6.0067,DANGER
NODE_01,0.0661,0.1651,0.0406,SAFE
NODE_01,0.0426,0.0252,0.198,SAFE
NODE_01,0.2284,0.2053,0.0545,SAFE
NODE_01,1.7948,1.0047,1.0062,WARNING
NODE_01,0.1155,0.2258,0.1664,SAFE
NODE_01,2.2816,0.8116,1.6813,WARNING
NODE_01,0.1437,0.043,0.1567,SAFE
NODE_01,0.109,0.0668,0.1348,SAFE
NODE_01,0.0891,0.0474,0.1257,SAFE
NODE_01,1.557,1.1721,0.9746,WARNING
NODE_01,0.026,0.0437,0.1913,SAFE
NODE_01,0.1799,0.2682,0.1807,SAFE
NODE_01,0.1896,0.1183,0.0432,SAFE
NODE_01,0.2955,0.0747,0.0517,SAFE
NODE_01,0.1214,0.2199,0.1756,SAFE
NODE_01,13.511,4.8056,3.2062,DANGER
NODE_01,0.0101,0.0626,0.1423,SAFE
NODE_01,3.2563,1.1295,0.5423,WARNING
NODE_01,0.2492,0.1482,0.0756,SAFE
NODE_01,3.4807,0.7818,0.5357,WARNING
NODE_01,0.2289,0.1985,0.1098,SAFE
NODE_01,0.0459,0.2698,0.1599,SAFE
NODE_01,0.0205,0.1545,0.1049,SAFE
NODE_01,0.0521,0.1883,0.1436,SAFE
NODE_01,0.1502,0.1828,0.0671,SAFE
NODE_01,11.1512,2.5075,7.8588,DANGER
NODE_01,0.1979,0.072,0.1944,SAFE
NODE_01,0.0401,0.119,0.1922,SAFE
NODE_01,2.6743,0.828,1.31,WARNING
NODE_01,1.4933,0.363,1.3331,WARNING
NODE_01,2.3162,0.4086,1.5897,WARNING
NODE_01,2.1556,0.6675,0.9952,WARNING
NODE_01,0.0942,0.2216,0.0165,SAFE
NODE_01,0.1827,0.2033,0.0844,SAFE
NODE_01,3.3175,0.8414,0.4587,WARNING
NODE_01,0.1431,0.0632,0.0219,SAFE
NODE_01,0.2614,0.0955,0.1484,SAFE
NODE_01,0.2556,0.1721,0.1637,SAFE
NODE_01,0.0128,0.2349,0.0311,SAFE
NODE_01,0.1782,0.2115,0.1692,SAFE
NODE_01,0.2328,0.2654,0.0287,SAFE
NODE_01,0.0691,0.1449,0.0692,SAFE
NODE_01,0.1199,0.1356,0.1893,SAFE
NODE_01,2.7479,1.155,0.5717,WARNING
NODE_01,0.036,0.2031,0.0186,SAFE
NODE_01,0.2155,0.0363,0.1989,SAFE
NODE_01,0.2648,0.26,0.0476,SAFE
NODE_01,0.2412,0.1044,0.1675,SAFE
NODE_01,0.1557,0.2605,0.1097,SAFE
NODE_01,0.1754,0.1299,0.0353,SAFE
NODE_01,0.2675,0.1587,0.1726,SAFE
NODE_01,0.1288,0.2857,0.0888,SAFE
NODE_01,0.1105,0.0648,0.0814,SAFE
NODE_01,0.1043,0.1257,0.0914,SAFE
NODE_01,0.1059,0.1253,0.149,SAFE
NODE_01,0.251,0.2774,0.0503,SAFE
NODE_01,0.062,0.2557,0.0291,SAFE
NODE_01,0.2088,0.0246,0.14,SAFE
NODE_01,0.037,0.2398,0.1553,SAFE
NODE_01,0.2518,0.0264,0.0977,SAFE
NODE_01,0.2277,0.0931,0.1453,SAFE
NODE_01,0.28,0.0112,0.0364,SAFE
NODE_01,0.212,0.144,0.0697,SAFE
NODE_01,9.2655,4.8948,4.9419,DANGER
NODE_01,0.1888,0.0779,0.0854,SAFE
NODE_01,0.0492,0.2763,0.1209,SAFE
NODE_01,0.7218,0.551,1.6383,WARNING
NODE_01,0.1449,0.1564,0.1561,SAFE
NODE_01,0.5876,0.4681,1.0799,WARNING
NODE_01,0.2608,0.2115,0.1977,SAFE
NODE_01,0.0758,0.2852,0.0169,SAFE
NODE_01,1.1593,1.0212,1.4204,WARNING
NODE_01,0.0593,0.2113,0.1811,SAFE
NODE_01,0.1863,0.1884,0.0484,SAFE
NODE_01,0.1334,0.2359,0.1456,SAFE
NODE_01,8.7715,3.7773,7.6295,DANGER
NODE_01,0.1702,0.0964,0.1939,SAFE
NODE_01,0.1749,0.097,0.1346,SAFE
NODE_01,0.2073,0.1254,0.0195,SAFE
NODE_01,0.0182,0.1508,0.0337,SAFE
NODE_01,2.4459,1.0958,1.6006,WARNING
NODE_01,0.0557,0.0702,0.0789,SAFE
NODE_01,0.2818,0.2885,0.0177,SAFE
NODE_01,0.1625,0.2835,0.1431,SAFE
NODE_01,5.8423,3.7277,3.1929,DANGER
NODE_01,0.0333,0.268,0.1791,SAFE
NODE_01,2.4985,0.8272,0.4643,WARNING
NODE_01,0.2072,0.1964,0.1734,SAFE
NODE_01,2.4548,0.3987,0.4714,WARNING
NODE_01,0.0456,0.0252,0.1754,SAFE
NODE_01,0.1185,0.2416,0.1762,SAFE
NODE_01,0.2825,0.1072,0.0827,SAFE
NODE_01,0.2413,0.2552,0.1509,SAFE
NODE_01,0.1708,0.0381,0.1547,SAFE
NODE_01,0.2206,0.0811,0.0536,SAFE
NODE_01,4.5754,3.5313,3.7601,DANGER
NODE_01,0.2847,0.1147,0.0725,SAFE
NODE_01,2.9535,0.4506,0.666,WARNING
NODE_01,0.1598,0.0487,0.1387,SAFE
NODE_01,0.2863,0.0656,0.0665,SAFE
NODE_01,0.0179,0.0393,0.064,SAFE
NODE_01,1.3726,1.1598,0.7484,WARNING
NODE_01,0.2255,0.148,0.1019,SAFE
NODE_01,0.0426,0.0817,0.0885,SAFE
NODE_01,0.0087,0.2522,0.154,SAFE
NODE_01,0.0635,0.0933,0.0071,SAFE
NODE_01,0.2673,0.0727,0.0927,SAFE
NODE_01,8.5259,3.7255,5.581,DANGER
NODE_01,0.0753,0.0373,0.1092,SAFE
NODE_01,0.0497,0.0613,0.1087,SAFE
NODE_01,0.275,0.0261,0.0643,SAFE
NODE_01,2.0649,1.0228,1.2154,WARNING
NODE_01,3.262,1.1513,1.2639,WARNING
NODE_01,2.0926,0.5121,1.3879,WARNING
NODE_01,0.6105,0.6574,0.7424,WARNING
NODE_01,0.5332,0.9335,0.9138,WARNING
NODE_01,0.0612,0.0755,0.0872,SAFE
NODE_01,2.3282,0.5111,0.9309,WARNING
NODE_01,2.3913,0.5287,0.8844,WARNING
NODE_01,0.0843,0.0612,0.0515,SAFE
NODE_01,12.5847,2.0256,5.7934,DANGER
NODE_01,2.6707,0.7425,1.4648,WARNING
NODE_01,0.1437,0.1808,0.0286,SAFE
NODE_01,0.0828,0.2652,0.0116,SAFE
NODE_01,1.2354,0.9984,1.7767,WARNING
NODE_01,0.1943,0.198,0.0833,SAFE
NODE_01,0.2659,0.1408,0.1437,SAFE
NODE_01,2.0032,1.1739,1.081,WARNING
NODE_01,0.1239,0.1822,0.1795,SAFE
NODE_01,0.1738,0.0666,0.0614,SAFE
NODE_01,0.0813,0.2633,0.0826,SAFE
NODE_01,0.103,0.0778,0.0198,SAFE
NODE_01,0.0465,0.1479,0.1769,SAFE
NODE_01,0.1653,0.1763,0.0997,SAFE
NODE_01,0.1783,0.1328,0.0409,SAFE
NODE_01,2.4426,0.4172,1.0964,WARNING
NODE_01,9.009,2.1721,4.8437,DANGER
NODE_01,0.2421,0.2917,0.1558,SAFE
NODE_01,0.0875,0.1464,0.1288,SAFE
NODE_01,9.251,2.8757,4.3599,DANGER
NODE_01,0.0584,0.1313,0.0689,SAFE
NODE_01,0.2318,0.0678,0.1807,SAFE
NODE_01,0.2012,0.2856,0.0625,SAFE
NODE_01,0.0337,0.2626,0.0685,SAFE
NODE_01,6.0087,4.599,6.9126,DANGER
NODE_01,0.1599,0.0366,0.1392,SAFE
NODE_01,0.2729,0.2289,0.1982,SAFE
NODE_01,0.2282,0.2366,0.0329,SAFE
NODE_01,0.1087,0.0318,0.0647,SAFE
NODE_01,0.2775,0.1416,0.0075,SAFE
NODE_01,0.0401,0.0229,0.134,SAFE
NODE_01,0.0379,0.2075,0.1845,SAFE
NODE_01,2.3436,0.6775,1.7565,WARNING
NODE_01,0.2954,0.1224,0.0683,SAFE
NODE_01,0.2558,0.1444,0.06,SAFE
NODE_01,3.4402,0.8701,1.1291,WARNING
NODE_01,0.1181,0.1387,0.1646,SAFE
NODE_01,2.9809,0.618,1.1284,WARNING
NODE_01,0.0319,0.2412,0.0934,SAFE
NODE_01,0.1948,0.1423,0.1739,SAFE
NODE_01,0.0513,0.2583,0.1519,SAFE
NODE_01,0.2551,0.1769,0.1684,SAFE
NODE_01,0.7633,0.8871,1.0699,WARNING
NODE_01,12.0154,5.9327,2.3581,DANGER
NODE_01,0.1754,0.1126,0.0724,SAFE
NODE_01,0.027,0.0468,0.1284,SAFE
NODE_01,0.2595,0.04,0.198,SAFE
NODE_01,0.2352,0.2526,0.1098,SAFE
NODE_01,0.2505,0.077,0.0621,SAFE
NODE_01,0.2068,0.1693,0.0045,SAFE
NODE_01,0.2617,0.0698,0.0111,SAFE
NODE_01,0.1071,0.0549,0.1604,SAFE
NODE_01,1.2517,0.5402,1.2315,WARNING
NODE_01,2.8357,1.1085,0.5924,WARNING
NODE_01,0.1802,0.1007,0.1538,SAFE
NODE_01,0.2918,0.1335,0.0151,SAFE
NODE_01,0.0023,0.1308,0.1935,SAFE
NODE_01,0.007,0.1457,0.191,SAFE
NODE_01,14.134,5.6229,2.2985,DANGER
NODE_01,0.0641,0.1882,0.1743,SAFE
NODE_01,0.1076,0.2839,0.0832,SAFE
NODE_01,0.2701,0.2502,0.1816,SAFE
NODE_01,0.2827,0.1557,0.124,SAFE
NODE_01,1.4656,0.5465,0.8536,WARNING
NODE_01,0.1038,0.1358,0.0578,SAFE
NODE_01,2.6239,0.8075,0.9921,WARNING
NODE_01,0.2076,0.1174,0.0789,SAFE
NODE_01,3.4052,0.801,0.8588,WARNING
NODE_01,0.1465,0.0672,0.0769,SAFE
NODE_01,0.1991,0.1211,0.0682,SAFE
NODE_01,8.0471,4.1129,4.6624,DANGER
NODE_01,0.272,0.0978,0.022,SAFE
NODE_01,3.2824,0.8203,1.154,WARNING
NODE_01,0.1194,0.2635,0.0723,SAFE
NODE_01,0.1644,0.1768,0.1376,SAFE
NODE_01,0.1651,0.2996,0.1521,SAFE
NODE_01,0.2109,0.1441,0.0304,SAFE
NODE_01,0.0833,0.1565,0.03,SAFE
NODE_01,2.7541,0.815,1.6105,WARNING
NODE_01,0.0416,0.2597,0.1513,SAFE
NODE_01,0.5586,0.9668,0.9166,WARNING
NODE_01,0.1817,0.0658,0.0328,SAFE
NODE_01,2.8678,0.7411,1.492,WARNING
NODE_01,0.0039,0.2076,0.0645,SAFE
NODE_01,0.1108,0.123,0.1433,SAFE
NODE_01,0.8905,1.1406,0.9892,WARNING
NODE_01,1.8993,0.9354,0.7888,WARNING
NODE_01,2.8206,0.3622,0.8133,WARNING
NODE_01,1.3154,0.5132,0.6203,WARNING
NODE_01,13.1536,5.1939,3.7249,DANGER
NODE_01,4.6986,2.8561,3.0925,DANGER
NODE_01,0.0314,0.1137,0.0283,SAFE
NODE_01,0.1239,0.2204,0.1193,SAFE
NODE_01,0.0449,0.224,0.1129,SAFE
NODE_01,0.1145,0.1881,0.018,SAFE
NODE_01,8.4607,5.095,2.8695,DANGER
NODE_01,0.2873,0.0568,0.1369,SAFE
NODE_01,0.2947,0.1776,0.0083,SAFE
NODE_01,1.5655,0.7619,1.3523,WARNING
NODE_01,0.0338,0.2183,0.1675,SAFE
NODE_01,1.5137,0.4894,1.7085,WARNING
NODE_01,0.2521,0.1407,0.1152,SAFE
NODE_01,0.1123,0.1763,0.1157,SAFE
NODE_01,3.0983,0.4925,1.7393,WARNING
NODE_01,10.9795,2.26,5.5967,DANGER
NODE_01,0.2025,0.1732,0.1897,SAFE
NODE_01,2.0608,1.1609,0.7633,WARNING
NODE_01,0.1074,0.0336,0.0479,SAFE
NODE_01,0.2622,0.2827,0.1764,SAFE
NODE_01,1.9749,0.6153,1.5338,WARNING
NODE_01,0.2519,0.1454,0.1182,SAFE
NODE_01,0.0379,0.0594,0.0104,SAFE
NODE_01,0.2574,0.0845,0.1256,SAFE
NODE_01,0.2851,0.1395,0.1602,SAFE
NODE_01,0.0254,0.1252,0.1399,SAFE
NODE_01,0.1534,0.0597,0.1394,SAFE
NODE_01,0.2844,0.1889,0.008,SAFE
NODE_01,0.137,0.0677,0.1234,SAFE
NODE_01,0.2701,0.2354,0.137,SAFE
NODE_01,3.1052,0.5558,0.645,WARNING
NODE_01,0.116,0.0841,0.0949,SAFE
NODE_01,0.1311,0.0833,0.051,SAFE
NODE_01,0.9827,0.8754,1.1365,WARNING
NODE_01,0.0375,0.1755,0.0807,SAFE
NODE_01,0.7604,0.419,1.5164,WARNING
NODE_01,0.0371,0.1029,0.1538,SAFE
NODE_01,0.2342,0.0302,0.0731,SAFE
NODE_01,0.0044,0.2685,0.1083,SAFE
NODE_01,0.0501,0.2553,0.1028,SAFE
NODE_01,3.1612,0.3847,1.0312,WARNING
NODE_01,0.29,0.2602,0.1509,SAFE
NODE_01,7.5716,4.0661,5.2251,DANGER
NODE_01,0.138,0.1949,0.1786,SAFE
NODE_01,0.2759,0.0143,0.0271,SAFE
NODE_01,0.2384,0.2278,0.1074,SAFE
NODE_01,0.2342,0.2847,0.1134,SAFE
NODE_01,0.2704,0.2068,0.0816,SAFE
NODE_01,0.0782,0.2135,0.1594,SAFE
NODE_01,1.1446,0.9174,1.1025,WARNING
NODE_01,0.1483,0.2997,0.0749,SAFE
NODE_01,13.1653,1.5129,6.0089,DANGER
NODE_01,2.3629,0.7165,0.5775,WARNING
NODE_01,0.0706,0.1694,0.0826,SAFE
NODE_01,0.0373,0.2286,0.0151,SAFE
NODE_01,2.1137,0.9823,1.1499,WARNING
NODE_01,0.0093,0.2226,0.0597,SAFE
NODE_01,3.3069,0.4238,0.7712,WARNING
NODE_01,0.0211,0.2812,0.021,SAFE
NODE_01,0.1254,0.183,0.0988,SAFE
NODE_01,0.1002,0.2306,0.023,SAFE
NODE_01,0.1578,0.0127,0.0255,SAFE
NODE_01,0.0869,0.1588,0.1761,SAFE
NODE_01,0.2701,0.2214,0.0888,SAFE
NODE_01,0.246,0.2067,0.1786,SAFE
NODE_01,0.2606,0.0621,0.0921,SAFE
NODE_01,0.1858,0.1073,0.1873,SAFE
NODE_01,0.1917,0.0862,0.1494,SAFE
NODE_01,2.4468,0.5207,1.1871,WARNING
NODE_01,1.6929,0.7166,1.4543,WARNING
NODE_01,0.1137,0.1108,0.124,SAFE
NODE_01,0.2201,0.012,0.0646,SAFE
NODE_01,0.1543,0.2555,0.0778,SAFE
NODE_01,0.0823,0.1927,0.1949,SAFE
NODE_01,0.2804,0.0416,0.0647,SAFE
NODE_01,2.8066,0.9128,0.4265,WARNING
NODE_01,0.198,0.1155,0.0446,SAFE
NODE_01,0.2053,0.0397,0.1825,SAFE
NODE_01,0.013,0.1419,0.1998,SAFE
NODE_01,0.2267,0.0364,0.0212,SAFE
NODE_01,0.0156,0.2471,0.0036,SAFE
NODE_01,0.1684,0.161,0.1816,SAFE
NODE_01,0.1332,0.2695,0.1578,SAFE
NODE_01,0.1241,0.0762,0.1993,SAFE
NODE_01,0.1342,0.2292,0.0895,SAFE
NODE_01,0.1897,0.1328,0.0204,SAFE
NODE_01,0.2509,0.0958,0.0468,SAFE
NODE_01,0.0633,0.2996,0.0878,SAFE
NODE_01,0.0723,0.1149,0.1841,SAFE
NODE_01,2.6572,0.7923,1.2877,WARNING
NODE_01,2.6632,0.5933,1.0744,WARNING
NODE_01,1.8201,1.0794,1.4593,WARNING
NODE_01,0.0491,0.2405,0.0057,SAFE
NODE_01,0.2126,0.0672,0.1043,SAFE
NODE_01,2.7845,1.0944,1.2986,WARNING
NODE_01,0.1114,0.1583,0.0167,SAFE
NODE_01,1.7687,0.8063,0.4063,WARNING
NODE_01,0.0122,0.063,0.0445,SAFE
NODE_01,0.2444,0.1132,0.0793,SAFE
NODE_01,0.1752,0.1841,0.056,SAFE
NODE_01,0.2114,0.0879,0.1975,SAFE
NODE_01,0.1656,0.1236,0.1326,SAFE
NODE_01,0.2309,0.2049,0.188,SAFE
NODE_01,1.0554,1.1224,0.7228,WARNING
NODE_01,1.653,0.4859,1.7074,WARNING
NODE_01,0.1199,0.1143,0.0304,SAFE
NODE_01,1.4388,0.9596,1.4912,WARNING
NODE_01,0.0648,0.0315,0.0571,SAFE
NODE_01,0.0639,0.0403,0.1042,SAFE
NODE_01,0.2441,0.1796,0.1311,SAFE
NODE_01,0.0614,0.1631,0.0468,SAFE
NODE_01,0.1789,0.1372,0.064,SAFE
NODE_01,2.5433,0.7146,1.7284,WARNING
NODE_01,0.084,0.166,0.0041,SAFE
NODE_01,0.1708,0.1891,0.1416,SAFE
NODE_01,1.5945,0.9047,1.2314,WARNING
NODE_01,0.0493,0.1913,0.1901,SAFE
